Ulasan,Rating,Aspek,Sentimen
kenapa setiap lama tidak main data nya hilang sendiri dan harus download lagi tolong kenapa itu buang buang data saja,1,effectiveness,negative
game beruntung strategi probalitas roll hero kacau algoritma pun kacau,1,effectiveness,negative
sodara kembarnya moonton game tidak ada hiburannya,2,satisfaction,negative
bagus setuju juga kalau memang durasi setting lineup dilamain karena kerasa cuepet sekali gadikasi waktu mikir tapi yang saya permasalahin banyak seperti shadow touch nya begitu kadang kalau mau ngerefresh harus dipencet kali baru bisa dan kadang suka tbtb kepencet beli hero padahal ya tidak mencet terus kadang saat mau mindahin hero tbtb saat match kok malah keganti hero lain padahal posisinya lineup sudah penuh itu aneh sekali kan shop nya juga susah meminta ampun sih diatas lv dapat hero coin saja susah apalagi coin,2,effectiveness,negative
pola pikirnya dimana menang baris ke menambah bintang cuma kali kalah turun bintang kali,1,satisfaction,neutral
blessing fokus kan ke sinergi yang sudah adah tidak usah ngasal yang lainn,2,satisfaction,positive
tidaakk di ragukan lagi,5,satisfaction,positive
sangat seru dan bahagia,5,satisfaction,positive
sangat tidak adil sinergi sudah pun tetap kalah sama sinergi yang belum jadi sangat bedul sih,2,effectiveness,negative
game nya seru saya kasih bintang karena sering ada bug enggak jelas kadang terkeluarlah macetlah tolong di perbaiki lagi ya,3,satisfaction,negative
hero update dong jadi ada semua,5,effectiveness,neutral
kasih waktu yang lama lah cuma detik buat apa semenit lah minimal,3,satisfaction,negative
menurut ku game ini sudah bagus dan tidak ada bag nya tapi game ini tidak ramah ponsel rm dan game ini heronya termasuk sedikit kalau rekomendasiku game ini tidak perlu menambah kan grafiknya terimakasih,3,satisfaction,negative
game pay tapi win yang isinya dark sistem,1,satisfaction,neutral
saat memainkan sangat ez dan seru,5,satisfaction,positive
sangat bagus sekali game nya kak,5,satisfaction,positive
kenapa di rangked mitic tidak bisa band komander,2,effectiveness,neutral
apalah blessing nya tidak bisa di gunakan setelah update,3,satisfaction,negative
yang di tunggu² mode santai on,5,satisfaction,neutral
gila mennn ada sinergi lama terima kasih atmint,5,satisfaction,positive
semakin besar update aplikasi,5,unknown,neutral
sangat seru coba kalian mainin hhhhh,5,satisfaction,positive
kadang harum kadang busuk ngeroolnya,5,satisfaction,negative
kenapa stuck di loading screen ya,1,unknown,negative
karena saya suka main ini ketika di ml kalah yaudah oyo bang jefff bangkai,5,satisfaction,negative
game penipuan entar lu di kasih beruntung selanjutnya di kasih lose streak mulu maaf kayaknya bakal hapus,1,satisfaction,negative
magic chess gema tersusah yang saya main nin kenapa sih semuah hero tidak pernah dapat gema tolol,1,satisfaction,negative
tolong di adjust lagi gamenya adakan fitur lihat profil pemain lain yang belum berteman adakan fitur album seperti di mlbb kurangi event tidak guna yang dimana dikhususkan untuk orang kapitalis match making dan player yang sering berkata kasar ban tolong ban seperti di mlbb mute dalam pertandingan atau apalah item dari event kapitalis tolong hapus atau ganti dengan penukaran bp saja itu tidak guna sama sekali bagi kami player free tapi win sampah,1,satisfaction,negative
jangan pelit hero lah anjing,1,effectiveness,negative
scam tidak pernah dapat hero yang di pakai bintang sampai kalah game bodo,1,effectiveness,negative
game apaan ini orang orang selalu didapatnya hero yang dia inginkan giliran kita susah dapatinnya game apa ini tidak jelas susah dapat hero yang di inginkan tidak jelas sekali game ini,1,satisfaction,negative
tambah lama maintambah tidak seru,2,satisfaction,negative
game makin update makin enggak jelas tidak ada seru nya makin norak,1,satisfaction,negative
games yang menantang skill dan kemampuan berpikir,5,satisfaction,positive
sekarang magic chess susah dan sinergi nya banyak yang saya tidak pahami agar lebih baik menurut saya kembalikan magic chees di mode arcade atau ml agar tidak membosankan seperti mcgg,2,satisfaction,positive
tidak pernah hoky benar game gambling,2,unknown,negative
game tidak adil musuh sudah pada bintang saya masih bintang nya cuma aneh sekali tidak dapat sinergi yang pasudah begitu heronya acak lagi beda beda sinergianeh sekali bagaimana mau level up kalau begitu walaupun sudah ganti sinergi berkali kali tetap tidak ada yang saat soalnya setiap muncul tidak ada yang sama meskipun sudah ganti sinergi dan herotaik lah,1,satisfaction,negative
game broken parah broken sekali sih masa hero harga bintang harga bijipun kalah sama bintang doang tidak masuk akal,1,satisfaction,negative
tolong tambahkan events nya,5,effectiveness,neutral
ini maksudnya bagaimana yaclaim comd gratis sudah saya claim terus sekarang disuruh claim comd yang sama sudah di pencet pencet tapi tidak bisa lanjut kalau seperti begini bagaimana cara main nyaah tidak benar ini ini namanya sama saja nge bug tolong di perbaiki,2,satisfaction,negative
geam nya seru sekali dan ngehibur sekali dan juga mainin iq buat menang enggak ada event gratisan diamon wkwkk info diamon nyasar,5,satisfaction,positive
pertengahan pertandingan detik akhir pertandingan always lag ping berat apa²an mau up kesulitan karena semua tombol macet total mcgg payah kenapa hanphone spek ram internal gb dibikin down,2,satisfaction,negative
game mobile legends bang bang,5,satisfaction,neutral
selalu enggak di kasih hero yang di inginkan payah minton,3,effectiveness,negative
a lama sekali download data pulang nge bug,3,satisfaction,negative
game aneh tiba lag toll,5,effectiveness,negative
fokus saja di tindak kecurangan deh seperti nya,4,satisfaction,negative
sampah min gatcha nya tidak logis,1,satisfaction,negative
unfair battle if meet commander miya carina and wanwan too easy win maybe up the star until fix that,1,satisfaction,neutral
gamenya bagus dan seru bisa mengasah kemampuan analisa dan membuat strategi cuman game ini agak sulit untuk di pahami oleh pemula di karena kan mekanisme game yang sangat sulit di mengerti pada setiap permainan saran saya buat pemain perbanyak literasi dan cari referensi dari influencer jadi tidak hanya bertumpu pada sinergi hafalan saja,5,satisfaction,positive
lebih maju lagi mlbb,5,unknown,positive
masih enakan mc yang dulu semenjak upgrat syaa tidak pernah main mc bahkan saya uninstal ml dan mc tolong moonton kembalikan megic chess yang dulu karena lebih seru dan lebih menghibur,1,satisfaction,positive
pemain nya pada ngecheat developer sengaja nyewa pemain untuk nurunin bintang pelayer mereka bersekongkol dan bisa mengintervensi game busuuukkk semoga hancur kau game game yang tidak sportif untuk pemain,1,satisfaction,negative
monton njng ketemu musuh nabrak sinergi terus tidak pernah dikasi menang selalu saja ada yang nabrak,2,satisfaction,negative
beh game bagus ini mah bjirr saya langsung kasih bintang cuy,5,satisfaction,positive
ti ada dapat hero bagus,1,satisfaction,positive
asik asik benar benar chess,5,effectiveness,positive
untuk pengembangan magic chess go go terimakasih telah membuat magic chess sebagai pemain setia magic chesssaya sebagai player sedikit kecewa karena perubahan baru baru ini keseimbangan dalam game tidak merata banyak hero yang dihapus tapi kalau bisa tolong hero nya jangan dihapus sinergi juga banyak yang dihapus atau diganti memang untuk season ini banyak perubahanseperti contoh comander jonson yang mendapat jonny di toko sekali tabrak mati semua heromu walaupun hero mu tipe tank,3,satisfaction,negative
katanya pembaruan kok malah begini tidak akurat ada pilihan magic jaz ada saya memilih yang kartu kok tetap memilih versi lama,1,effectiveness,negative
game lu tidak menarik bang,1,satisfaction,negative
permainan banyak yang tidak adil banyak lag nya,1,effectiveness,negative
kok ada suka main game ini ya letak serunya dimana,1,satisfaction,positive
sudah tahu kan dari komen yang mengasih bintang saya disini tidak mau komen karena saya tahu tidak akan ada perubahan banyak kcurangan di game ini seolah semua dseting untuk beberapa orang,1,satisfaction,negative
bagus dan cocok untuk ketika sedang tidak tahu mengapa,5,satisfaction,positive
game bug ambil imo di kasih nana memang gangotakk gagal win,1,satisfaction,negative
mengapa saat login ulang menggunakan akun mlbb rank saya jadi turun ke warior awal nya rank saya mytic tolong di perbaiki sangat merugikan,3,effectiveness,negative
masih suka nge lag lag padahal koneksi lancar lancar saja,1,effectiveness,negative
mantap game yang cocok dikala bosan dan menyenangkan,5,satisfaction,positive
main terus sampai lupa waktu,5,satisfaction,negative
fitur voting ban nya kacau terkadang comannder yang paling banyak di vot tidak ter ban dan juga sistem matc making nya beruntung hokian hero yang kita butuhkan sering kali tidak tersedia meski stok di toko masih tersedia harapan kedepannya bisa di perbaiki lagi mooton terimakasih,3,effectiveness,positive
bagusan versi yang lama magic gogo seperti kurang saja grafik dan efeknya jadi malas main,2,satisfaction,negative
game rusak semakin lama semakin aneh padalan saya suka game ini tapi karena praturannya tambah aneh saya hapus gamenya tidak masuk akal karena tidak punya akal,1,satisfaction,negative
chill game daripada ml stressmain mc pure skill kita sendiri,5,satisfaction,negative
game rusak sinergi kok enggak imbang mm sama weapon master sudah di nerf masih saja op,1,effectiveness,negative
keren sih mc lama di tambahkan di mode mgc sekarang,5,satisfaction,positive
ganti ajun sekarang sulit,1,satisfaction,negative
game busuk roll an ampass,1,satisfaction,negative
dari pada yang lain mending game ini gga ribet,5,satisfaction,negative
kalok habis lag tidak login ulang lagi,1,effectiveness,negative
game nya kenapa ya lag lag begitu tolong perbaiki lagi ya monton,1,effectiveness,negative
oi moonton kenapa hari ini koneksi susah di game kalau buka youtube sama aplikasi lain termasuk pubg lancar saja tolong dibenahi kalau sudah bagus saya ubah lagi ratingnya,1,satisfaction,negative
sekarang sudah lebih menarik banyak kombinasi strategi item dan tampilan menawan good job lah,5,satisfaction,positive
event dari ikon sinergi sudah done semua tetapi tidak nyala saat main padahal sudah sesuai sinergi atau sinergi bug apa bagaimana,3,effectiveness,negative
the game is very relaxing very suitable for me who plays casually,5,satisfaction,neutral
game nya bagus simpel tidak terlalu harus fasthand tapi muncul mode practice untuk latihan,5,satisfaction,positive
nerf wanwan lah mincape saya main lawan wanwan yang mau giliran mau kalah malah ultigak ngotak lagi damage per matchnya,3,satisfaction,negative
monton enggak jelas kocak babi,1,satisfaction,negative
di mitic percuma saja di ban pilihan terbanyak malah di biarkan saja,3,effectiveness,negative
sering lag ping selalu tinggi kali kemenangan kali kekalahan sistemnya seperti slot di awal dikasih kemenangan setelah itu kalah,1,satisfaction,negative
mohon pahami player yang bermainuser di karenakan tiap update ada saja hero yang terlalu over power walaupun bintang rendah ataupun hero harga murah sebagai contoh yang sekarang moskov terlalu op dibandingakn yang lain dan update sebelumnya karina yang full nge dodge sayang sekali loh padahal game nya konsep nya bagus tetapi begitu padahal sebelum hadir magic chess gogo magic chess yang dahulu lebih stabil dan lebih tidak ngebosenin karena bisa saling counter strategi mohonpertimbangkan,1,effectiveness,positive
semoga lebih baik lagi,5,unknown,positive
gamenya lucu imut menggemaskan,5,satisfaction,positive
sangat menyenangkan menghibur untuk waktu luang,5,satisfaction,positive
game stres sudah dapat biji eru dari ggc gilirin mengasih blessing ngawur masa iya reset blessing buat cari eru sampai kali reset duit habis cuma buat cari blessing eru apalah moonton nih membuat game selalu saja darksistem tidak ml tidak mc sama saja,2,satisfaction,negative
sudah hapus cache sudah hapus data sudah download ulang tetap saja matchmaking tidak bisa lagi eror apa bagaimana ini saya main game aplikasi lain lancar saja,1,satisfaction,negative
enak kah yang mode lama mehic go go nya,5,unknown,positive
lag wae anjing babaturan aing ku aing hospot te lag ai aing nya lag bagong magic chees bagong,1,satisfaction,negative
sekedar saran itu comander jonshon masih terlalu kuat dan harap di nerf dan sinergi dawnbringer masih terlalu op,4,satisfaction,negative
kembalikan thamuz yang dulu,5,unknown,neutral
game lag tambah lama dimainin,1,effectiveness,negative
grafik tolong perbaiki lag tibatiba patahpatah pergerakan hero makin sini makin banyak bug,1,effectiveness,negative
overall gamenya bagus cuma kalau bisa mode practice itu ditambahkan lah buat player karena terkadang gamungkin juga kita uji coba kombo sama cara kerja commander baru di ranked match karena kalau di ranked match itu sudah pasti kalah kalau tidak tahu cara main commander nya,4,satisfaction,positive
setelah di updete koneksi nya lag parahhh padahal jringn nya bagus bagus saja taiii,2,effectiveness,negative
tolong commander miya sama karina itu moonton membuat permainan tidak seimbang lebih baik di ganti itu commander,1,satisfaction,negative
banyak ngelegnya padahal ponsel dan koneksi sudah support,1,unknown,negative
kok begini gamenya error eror mulu keluar terus padahal koneksi lancar ayolah kasihan nih pada mau menang malah error mulu,2,effectiveness,negative
game nya sudah bagus tapi tolong dong kasik tambahan sedikit waktu saat sebelum warr biar kita bisa mikir lebih lama terkadang belum kasik aitem sudah di mulaii tolong dong di perbaiki,5,satisfaction,negative
game pemberi harapan palsu php,4,satisfaction,negative
tolong lah kalau mengasih lawan yang adil yang rank nyasetara saya rang legend ketemu lawan yang sudah pernah ke rank mitic secara logika kemampuannya sudah jauh di atas saya,1,satisfaction,negative
yang jadi masalahnya adalah yang diban tidak sesui dengan yang di vote,4,satisfaction,negative
awas guis game ini bisa gila,1,effectiveness,negative
bagus gemanya gerafinya sama aepeti gema asil nya,5,satisfaction,positive
saya suka animasi ok lebih upgrade lagi moonton,5,satisfaction,positive
seru sekali dan ini saya dawunlod karena di ajarkan kakak ku,5,satisfaction,positive
sering menghubungkan ulang padahal koneksi bagus aneh scrol hero juga kgk di kasih sudah keluar duit banyak sedangkan lawan hero golf di kasih bintang tidak sesuai deh sekalinya menang juara game selanjutnya kgk di kasih hero sama sekali aneh,1,satisfaction,negative
kalau sudah mau bintang jangan dipersulit lagi rollan nya muntun,5,satisfaction,negative
enakan magic cheas yang dimlbb daripada sekarang semakin lama semakin aneh enggak logis lagi jangan download game ini deh gue pensi main mcgg,1,satisfaction,negative
game susah sekali cari hero yang di ingin kan jir,1,effectiveness,negative
tolong tambahkan fitur jeda dwonload,1,effectiveness,neutral
game tolol iklam tidak guna saya download biar bisa bintang satu ilangin saja game tidak guna,1,satisfaction,negative
cocok sekali buat dijadikan game teman di jam kosong,5,satisfaction,positive
game bagus pokoknya game paling juara yang ada di dunia monton baik soalnya,5,satisfaction,positive
nih game bagus sekali sangat menenangkan dan asik,5,satisfaction,positive
menang kali kalahnya kali mantepp,5,satisfaction,positive
gema nya burik masa sinyal normal tibatiba lag,1,effectiveness,negative
game deh bagus tapi hero pasukan tolong membanyaki dikit soalnya mau menang tapi hero tinggal dikit jadinya kalahsinergi tidak jelas sekali hero sangat mahal bintang hero jadikan sampai bintang sama hero damagenya dikit sekali kurang besar map kurang luas tolong update lebih bagus lagi,3,satisfaction,negative
tolong perhatikan bugshop sudah saya kuncinamun kenapa babak selanjutnya malah ke refresh sendiriperbaiki bugbukan hanya ingin buff sinergi yang tidak logis,2,satisfaction,negative
tidak jauh beda sama abang nya nih game jelek kali sistem matchmaking nya,1,satisfaction,negative
game nya sangat keren dan jmbt,1,satisfaction,positive
tolong heronya jangan yang aneh dapatnya,5,effectiveness,negative
game yang tidak adil saat mau mengadu keluhan tidak bisa kirim foto bukti auto un install buat kalian yang punya riwayat darah tinggi mending jangan download mc enggak,1,effectiveness,negative
tahi bisanya ada yang memakai cheat tiba konek putus keluar game masuk lagi malah tidak bisa,1,satisfaction,negative
burik makin di update,2,satisfaction,negative
ok rate untuk kesamaan sinerginya di tambahkan sedikit lagi,5,satisfaction,neutral
setiap kali update harus download data lebih dari setengah versi lama apakah karena kontennya semua baru atau bagaimana,4,unknown,neutral
magic cristal nya membanyaki,1,effectiveness,positive
game cacad season baru malah membuat malas main kebanyakan hero ini itu sinergi tidak jelas menjadi seperti belajar dari nol lagi,1,effectiveness,negative
banyak bug yang harus di perbaiki mohon di perbaiki secepatnya,3,satisfaction,negative
kenapa sudah enggak bisa top up diamond ini saya di akun saya montoon,1,effectiveness,neutral
keberuntungan tidak menggunakan skill tergantung apa yang diberi sistem player tidak bisa mengontrol atau berusaha player jadi mainan di troll sama sistem,2,satisfaction,negative
game yang bagus dan seru dimainkan,5,satisfaction,positive
lebih baik dan praktis,5,satisfaction,positive
mcgg menurut ane kurang seru tapi ada mc yang dulu di crystal rune jadi ane kasih bintang,5,satisfaction,positive
nerf moskov plis broken parah,1,unknown,negative
koneksi bagus tiba menghubungkan kembali,1,satisfaction,positive
setelah update animasinya lumayan menyakiti mata semoga segera di perbaiki overall game bagus tapi setelah update jadi begitu,3,satisfaction,negative
balikin megic chess mlbb,1,unknown,positive
game tidak jelas ngent hero nya suka bug tolol setiap main pasti ada bug yang lain banyak game rusak,1,effectiveness,negative
alhamdulillah seru mainya meskipun lebih berat dari mlbbsuka membuat frame parah lag parahtapi rame sekali deh,5,satisfaction,positive
game rusak sama seperti ml,1,effectiveness,negative
asik menyenangkan ada diamond sama acak dan bisa mencoba atau lihat skin di magic chess go go,5,satisfaction,positive
tambah opsi pengaturan buat pindah akun dong seperti di game induk mlbb biar bisa buka akun kecil saya,5,effectiveness,neutral
main mcgg buat healing dari ml tolonglah kalau online mc di ml offlinekan saja,4,effectiveness,negative
ngemis bintang yang membuat game ini janvok,5,satisfaction,negative
kenapa tidak bisa login error kah,2,effectiveness,negative
sampai saat ini masih jadi game favorit sih,5,unknown,positive
bagus sekali commander nya yang imut dan grafik yang perfect,5,satisfaction,positive
susah mendapatkan hero yang di butuhkanjadi malasmaav saya uninstall apknya,1,satisfaction,negative
sangat bagus tapi tolong sinergi kangkung ditambah kan,5,satisfaction,positive
membuat orang emosi musuhnya beruntung kali dasar moonton,1,satisfaction,negative
algoritma masih sama dan tidak ada peningkatan,1,satisfaction,negative
bagus buat ngisi waktu luang atau saat ngumpul sama teman² bisa mabar,5,satisfaction,positive
saya ingin pengalaman yang lebih menariktolong sediakan fitur squad seperti chess rushjadi vs antar squad pasti akan lebih seruterima kasih ya,5,satisfaction,positive
kebanyakan plagiat game lain kalau sepi membuat event yang menarik perhatian sampah,1,satisfaction,negative
download dalemannya enggak bisa di tunda woi paketan saya habis,4,effectiveness,negative
game apaan hiro setiap sinergi cuma enak tapi di sinergi game kocak,2,satisfaction,positive
game ampas muak sekali sama sistem permainan nya persentase hero yang di butuhkan sesuai sinergi susah dapat nya parah sekali membuat frustasi game busuk sama saja seperti mlbb lama saya uninstall,1,satisfaction,negative
game enggak jelas seperti tarohan beruntung,1,unknown,negative
akun google tidak bisa di menggunakan dan hilang,1,satisfaction,negative
server masih lag sekali monton,2,satisfaction,negative
moonton mencuri diamond sudah top up juta malah tidak dikirim,1,effectiveness,negative
kalau bisa kasih mode offline nya moontoon,4,unknown,neutral
sering saat match tiba koneksi terputus padahal saat kucoba buka youtube lancar saja tolong segera dioptimalkan kan masalah koneksi ini moonton biar kita sebagai player kalau main nyaman mainnya,3,satisfaction,negative
seru dan sedikit lebih baik dari pada mlbb karena bermain dan membuat strategi sendiri tidak seperti mlbb,5,satisfaction,negative
please balikin vitur magic chess yang di mlbb,1,unknown,neutral
sangat membantu di saat bosan,5,satisfaction,positive
setelah di update lagi resolusi gambarnya perfect characternya lucu lucu dan game mode nya makin banyak pokoknya seru deh,5,satisfaction,positive
tolong manajemen kontenya bisa dipilih cukup bagian penting saja jadi handphone ram kebawah bisa main dengan smooth,4,effectiveness,positive
games yang menarik bagus,5,satisfaction,positive
makin seru sih karena di pisah sama mlbb,5,satisfaction,positive
versi ampas game tidak jelas beruntung hokiannya tertara sekali developer tolonglah yang benar kau buat versi modelan begini dibilang pembaruan tambah rumit saja mainya assasin kok jalan positioning ke baris depan semua lu kira pager betis main wr naik turun tidak jelas mending buruan update saya mau main versi nostalgia bodoamat sama pembaruan lu,1,satisfaction,negative
i really like felly,5,unknown,positive
permainan ini sangat bagus dan menyenangkan,5,satisfaction,positive
koneksi koneksi nya di betulin padahal koneksi lancar jaya tapi tetap enggak bisa buat di mainkankalau masalah bug begini saja enggak bisa di betulin bagus hapus aplikasi ini saja sudah dari playstoree,1,satisfaction,negative
bisa offline tidak sih seperti ml,1,unknown,neutral
entah kenapa di ini game selalu lag padahal kecepatan internet aman semua,2,effectiveness,negative
game nya sangat menarik sangat rekomended untuk mengisi waktu luang,5,satisfaction,positive
ini kenapa sih kok jadi error begini mcgg lagi enak enak main tiba tiba ada bacaan error tidak diketahuisilahkan coba lagi nanti sudah relog berapakali tetap saja muncul seperti begitu terus,2,effectiveness,negative
game seru cocok untuk mengisi waktu luang,5,satisfaction,positive
game aneh tiba tiba data ke riset sendiri balik ke awal lagi,1,unknown,negative
cukup seru dan sangat sangat eh hebat,4,satisfaction,positive
mohon di update kedepannya untuk koneksi servernyamasa setiap main lag mulu ping merah terus bagaimana mau main kalau seperti begitu,3,effectiveness,negative
sinyal tiba tiba hilang,1,satisfaction,negative
jujur saya lebih suka sinergi yang dulu tapi enggak apa-apa lhh,5,satisfaction,positive
dikit² nerf dkit² nerf nerf tuh wm mm tapi jangan band yang lain jugakk,1,effectiveness,negative
game jelek sistem di lawan hehe rusak,1,satisfaction,negative
tolong dong game ya di hapus saja tidak seimbang mau terhibur malah kena dark sistem satu kali juara berkali kali kalah saya sangat kecewa moga masih bisa bertahan perusahaan game ini di indonesia,1,satisfaction,negative
saya suka game yang mini,5,satisfaction,positive
gema burik ah saya kalah mulu deh cape cape bintang malah kalah dasar moonton kalau buat gema yang gampang lah,1,satisfaction,negative
game keren dan menyenangkan,5,satisfaction,positive
lebih buruk daripada magic chess masih barang mlbb sering sekali lag,1,effectiveness,negative
skip tutorial tidak jelas sudah punya akun ngebosenin,1,effectiveness,negative
game tidak adil kalau mau kasih item kasih semua di player item yang sama kasih kartu yang sama biar player yang pilih,3,effectiveness,negative
makin kesini makin tidak jelas naik legend saja susah ada saja halangan hero sering gadikasih lah aitem jelek semua lah kagak jelas skip,1,satisfaction,negative
enggak jelas haya dan haya,1,unknown,negative
pengurangan ponsel terlalu banyak lawan hanya sisa hero tapi bisa dari semua game chess ini yang paling sampah untuk sistem dmg saat kalah,1,satisfaction,negative
kalau buat game yang jelas ya tim yatim,1,satisfaction,neutral
ini game bagus sekali tapi agak bosenin karena sinergi nya dikit heronya juga dikit tapi kalau game ini sudah ada semua hero yang ada di ml bakal seru sih nanti sinerginya dibanyakin lagi hero ketika ini game juga,3,satisfaction,positive
game nya bagus percuma kalau mau masuk ke game nya lama dan tidak gampang bosan,5,satisfaction,positive
game yang bejobejoan kalau tidak beruntung dapat hero bagus ya pasti kalah mau se effort apa utak atik strategi kalau tidak compatible hero ya looseee strike,1,effectiveness,negative
tahu ini dari teman yang magic ches lucu,5,satisfaction,positive
game ta saya mencari hero yang smaa saja tidak ketemu,1,effectiveness,negative
makin parah mcgg sinyal dll tidak nayaman,1,satisfaction,negative
saya download cuma buat mendapatkan skin mcgg,1,satisfaction,neutral
sekarang tidak ada lederboar buat yang lokal atau server menjadi tidak ada tantangan buat main menjadi malas,5,satisfaction,negative
ribet tidak konsisten senangi saja itu roll bawah,1,satisfaction,negative
aplikasi bagus buat yang lagi bosan,5,satisfaction,positive
baik disimpen buat cari bintang maupun diabisin untuk cari bintang sama saja kagak hasil montoon kagak jelas,1,satisfaction,negative
yang belum kasih rating silahkan berikan bintang,1,satisfaction,neutral
terus di tingkatkan lagi biar makin seru,5,satisfaction,positive
seru sekaleee biasa main ml pindah ke mcgg hha,5,satisfaction,positive
game taekkmenang kali kalah berkalinaik bintang atau main lagi kalah berkali hilang bintang sekaliguspermainan tidak seimbang sekali sudah diatur sistemmau level n bintang kekuatan setinggi apapun kalau sudah diatur sistem kalahtim tidak akan terasa demage sama sekali ke lawangame apaan seperti begini,1,satisfaction,negative
enggak jelas main sampai jam stuck di situ situ saja cape mata cape hati saya main game beginian perasaan dulu magic chess tidak begini deh mau push juga gampang,2,satisfaction,negative
malesnya update menggunakan segala download data,2,satisfaction,negative
game tidak balance di koneksi saya main di saat late game di penentuan final malah terjadi koneksi terputus selama menit dan sering terjadi dan saya cek koneksi saya ping di mssaya cooba buka sosmed normal dan tidak ada kendala di koneksi saya device saya realme pro dan ram gb ram tersisa gbsangal konyol game untuk di main kangak balance,1,satisfaction,negative
pantas ratingnya gamenya memang se tidak jelas itu apalagi dengan adanya mode crystal rune malah makin tidak jelas gamenya menurut ku memang sudah sepantasnya ratingnya segitu tidak lebih,1,effectiveness,negative
kebanyakan ngunduh konten anjir,2,unknown,negative
setiap menghubungkan ulang tidak balik ke game,1,satisfaction,neutral
menarit dan seruh susa untuk menang,5,satisfaction,positive
geam ini seru benget perantau saya main geam ini di toilet selama jam,5,satisfaction,negative
game dengan sistem broken,1,unknown,negative
game pekok sinyal bagus enggak bisa dibuat main,1,satisfaction,negative
sinyal bagus ini game lag sekali putusdapet musuh yang beruntung parah selalu dapat kristal di ggcard awalsedangkan sini mah boro kristal tidak pernah dapat rolan busuk bangetkeliatan sekali pilih kasihrusak rusak,2,effectiveness,negative
baru masuk sudah ada koneksi bermasalah padahal koneksi full,1,effectiveness,negative
seru sekalih yang buat game ini mantap,5,satisfaction,positive
tidak mengerti cara main,4,unknown,negative
game nya seru cukup menghibur untuk saya tidak ada masalah di dalam game ok lah,5,satisfaction,positive
montoon tambahkan herk tigreal nanti tambahi satu bintang lagi,4,satisfaction,neutral
ini game bukan judol tolong jangan memanipulasi sistem buat kondisi game yang adil bukan dark sistem membuat suami saya muaakkkkkk,1,satisfaction,negative
kok di layar cuman hitam ya tolong perbaiki ya,2,satisfaction,negative
saya kecewa sama game nya meskipun seru saya sungguh kecewa crest saya di event draw ling magicalchou hero itu sudah dan saya topup tetapi saya hanya mendapat crest saya jadi sangat kecewa tidak bisa beli ling cc karena saya sudah beli mahal tetapi tidak dapat,2,satisfaction,negative
please memakai the synergy like before so you can get itu ini round,4,effectiveness,neutral
bang kenapa tidak semua hero saja bang nanti saya kasih bintang plis semoga dibaca,4,effectiveness,negative
main enak dulu sekarang di persulit enak kembali ml lagi,1,satisfaction,positive
heh monoton kalau membuat update yang masuk akal dikit lah masa hero epic di kurangi stok nya lu tahu tidak dengan update seperti begitu membuat banyak palyer roll bawah dan itu meresahkan bagi player roll atas tolong di koreksi lagi update nya bagaimana game nya mau rame kalau tidak ada kebijakan,1,satisfaction,negative
game tolol banyak bug nya stok hero gold dikurangin jadi makin ampas nih game memang game moonton kagak ada yang benar,1,effectiveness,negative
karena ada tulisan moonton,1,unknown,neutral
intinya favorit nih game,5,effectiveness,positive
bagus yang di ml asli daripada yang ini,1,satisfaction,negative
go go card tidak seimbang hero yang sinerginya bersangkutan susah dapetnya game tidak jelas,1,satisfaction,negative
di awal² mah seru tapi sekarang tidak bisa login kalau menggunakan data seluler,1,satisfaction,negative
baru ketemu chiter lvl comender baru hero harga sudah max semua ketemu kali lagi ke dua comender lvl hero legend lvl ada brody dan gatot pantas banyak unistal game buat citer mending di hapus sih sudah enggak minat push lagi saya apa lagi mainin lagi gamenya seperti buat para citer doang dahlah game buat ladang citer membuat sinyal lag tiap malem di magic go go nastalgia sudah game mbosenin banyak citernya lagi kalau main malem di atas jam maleman sudah yang main para citer menyebab lag,1,satisfaction,negative
bagus untuk sinyalnya lag,5,effectiveness,negative
untuk magic chess go go ini tolong anu ya sudah,5,effectiveness,neutral
keren buff lylia kenapa,5,effectiveness,positive
terlalu banyak hero tidak guna termasuk yhuzon hero gold tapi tidak jelas arahnya mau kemana dan banyak kejanggalan di slot masa hero gold susah muncul game rusak,1,satisfaction,negative
wey tolong dibuat seimbang masa iya orang menggunakan sinergi banyak bisa rata dapat heronya sedangkan saya menggunakan sinergi yang kagak banyak orang menggunakan tapi susah nya meminta ampun buat mendapatkan hero nya sekian thanks,3,satisfaction,negative
ngotak lah kalau kasih blessing sudah di reset seribu kali masih tetap sama kocak,1,satisfaction,negative
sudah tidak bisa lagi kita main magic chess harihari gord kaja emberlord esme guin angela suport mereka yang cuman bintang mampu kalahkan kami yang setengah mati ngumpulin hero bintang,1,satisfaction,positive
bagus bisa main sambil santai,5,satisfaction,positive
game bagus untuk dijadikan sebagai bahan di dunia,5,satisfaction,positive
mantap membuat orang strees,5,satisfaction,positive
min tolong nerv umberlord atau moskovnya terasa terlalu op moskov bintang saja sudah tidak ada conternya menurut saya,5,effectiveness,negative
average is good but my suggestion ada chess tadi please we chess tadi fan really miss that feature,5,satisfaction,neutral
saya uninstall gamenya karena bosan download resource setiap kali gantiganti server seharusnya data sdah tersimpan malah harus download kembali,1,satisfaction,negative
terima kasih sekali sudah nyedia ini lagi mc yang dulu,5,satisfaction,positive
gamenya asik seru dan santai,5,satisfaction,positive
