content,score
comander karina itu ngebug itu!!,4
game stresss kadang bisa login kadang ngga,1
apk ini bagus banget cocok nyemil sambil main inii,5
"Mana ada saya dapet hero jelek terus, minimal sama ratakan😭",1
gamenya bagus cuma ada yang kurang tolong buatkan commander Khaleed dong ya soalnya saya suka banget dah dgn commander satu itu👍,5
bang mana commander karina kok ngak ada,1
game magic chess gogo sangat seru,5
"sangat buruk, pemain selalu diberikan dark system 2 kali menang 2 kali kalah 1 kali menang 1 kali kalah begitu seterusnya, wajib uninstal mending fokus d mobile lagend lebih seru",1
magic ches tidak mangecewakan saya dari pd mlbb membuat stres karna tim,5
"masih banyak bug game ini, mohon diperbaiki,saya memakai comander lylia skill lylia kan ngasih Hero termahal yang berada di pasukan kita, ketika hero termahal gua mau bintang 3 malah bug,gak di kasih Hero termahal malah dikasih Hero yang lain, padahal Hero termahal gua belum bintang 3, kalo masih ada hal kayak gini mending gak usah main game ini terus hapus, masih butuh banyak perbaikan buat game ini , pasti juga ada orang yang mengeluh tentang kendala,masalah, dan bug yang lain, uninstall aja",1
Games terlalu mudah dimainkan untuk pemula,5
ada tantangan susah menang jadi seru,5
BURIK,1
pusing..,5
"kurang bagus karna mode practice tidak ada untuk semua orng, mode practice harus ada untuk semua biar adil, jangan hanya konten creator saja",1
pls stop spam iklan di youtube gw nggak minat main mc ngok ngok,1
"game rusak ini,bisa jumpa berkali""tiap babak gk ada seru nya",1
bang keren bangt game nya,5
curang banget comader jhon mudah banget ke 10 sinergi,2
"tolong manajemen kontenya bisa dipilih cukup bagian penting saja, jadi handphone ram 3 kebawah bisa main dengan smooth",4
ini game paling bagus saya main ini game langsung masuk turnamen catur SE kota makasih moonton udah buat ni game paling bagus banget. aku crotttt💦💦💦💦💦💦,5
game burik mending uninstal kalah kalah kalah game burik game burik udah hapus aja hapus game ni download ff aku doakan game ni di hapus dari playstore,1
sistem roll nya gak balance,1
"terimakasih moonton karena telah menciptakan game terbaik yang Pernah ada, jasa mu akan selalu dikenang.",5
sebener nya masih kurang oke buat NK problem,5
Apaan sihh ni game masa mau beli karakter gk di kasih padahal koin nya ada huuuuu sikit pun mls aku ksih bintang 5,1
"ga nyaman sih main ni game soalnya ya...pas setiap mau refresh hero nya malah dapet hero yang random,apalagi untuk stok para hero nya aja dikit bet,musuh dah dapet hero bintang 3 gua masih 1 hero yg dpt bintang 2 dahlah. berharap ae next update nya lebih hoki ae para pemainnya gitu kan 🗿",3
game stres gem bikin gila,1
min kok skin transformer Comender popol kupa ilang pas game nya pisah dari mlbb?,4
kenapa selalu ada notif not enough space padahal penyimpanan masih 10 gb,1
"Makin buruk, REFRESH rate muncul hero 16% lebih sering keluar dibanding 30%, 40%. Ini game makin mirip GACHA bukan strategi lagi",2
bersyukur sinergi dahulu ada lagi semoga tidak dihapus mode rune nya hehe😅,5
Game yg membantu mengasah otak untuk berpikir ini rekomendasi banget buat klian grafik dan desain nya juga okeh banget,5
game nya sangat menyenangkan dan grafik nya juga oke KLO bisa tambahkan Hero lainnya lagi,5
game gila haya kurang satu LV 9 stok sisa 7 nyari haya satu susah bnngt abis 50 baru ketemu gila gila abis itu mokad🗿🙌🤚🙌👃☝️👍🥀🖐️🗿👃🥀👍☝️🖐️🌊🌚👍,1
game busuk roll an ampass,1
sistem mact nya aneh,1
"selalu di sambut dengan jaringan eror disuruh login ulang padahal lagi enjoy enjoy nya wifi nya juga lancar lancar aja, tolong di perbaiki",2
GAME TAI!!!!,1
"kemarin udah di hapus, terus barusan coba download lagi tapi gabisa login udah berapa kali coba juga ga bisa",1
"ga banget, minimal bagi hero tuh yang rata, masa sini daritadi ga dapet hero gold 3-5, tapi musuh udh dpt hero gold 5 bahkan bintang 2 dan ada dua, apalagi kalau main diantara mau naik ke pangkat selanjutnya, gaadil banget kapasitas sini lebih banyak dan angka serangan juga lebih banyak sini, tapi menang lawan, tolong ya min, diratain lagi. moskov juga damagenya dikurangin dong",1
GUE UDAH PERTAMA YG UNINSTALL GAME INI..KALIAN APAKAH AKAN SAMA KAYA GUE...PIKIR AJA BOS HERO 5 B3..KALAH SM HERO 4GOLD....YG BIKIN GAME INI GA MIKIR APA GA PUNYA OTAK..GUE LEBIH BAIK MAEN SLOT🤭 DARIPADA MAEN NIH GAME🤣🤣🤣🤣,1
setiap menghubungkan ulang ga balik ke game,1
kecewa berat. myitic ls terus sampai legend,1
"game rusak, pay to win",1
top the best. top recomended ❤,5
terlalu banyak sinergi bingung,1
buat ngisi waktu luang.'.,5
woi gw kok di kasih lawan yang sama terus an,1
untuk game ya bagus tapi wanwanya ikutan tarung,5
mejik ces gogo adalah gem terbaik di dunia,5
"aneh nya ini game kebanyakan BUG padahal saya udh download semua data nya , BUG nya banyak semacam mau ambil hadiah star traill malah di bilang pengunduhan segera padahal udah, dan 1 lagi BUG di saat mau dalam game aneh nya suara game hero serta kil Legendary dan emote battle ngga ada tolong perbaiki lah kenyamanan player",3
"blessing mekanik paling konyol,",1
tolong untuk bug item segera di perbaiki,3
"top up 250 diamond, pembayaran via Qris malah transaksi belum selesai terus, padahal saldo kepotong😂 gimana ini min dev",1
kasih satu dulu,1
less of luck in the game,1
"game cacat gw main gapernah jadi, lu niat buat game gasi udah mc lama lu rusak malah jnj game baru gabisa hargain pemainnya,",1
Mantap pokoknya saya sangat suka dengan game ini👍👍👍👍👍💯💯💯💯💯,5
game smpah,1
kalo misalsanya gw menang seneng bgt kalo kalah malas main lagi wkwkwkw dari affan,4
kebanyakan kalah,1
game jelek sistem di lawan hehe rusak!,1
"tadi saya masuk advance server,apakah bisa ke akun yg lama ? soalnya kembali ke awal ( akun server ). thank",2
game paling seru di seluruh jagat raya,5
gua kasih ♀️bintang ⭐ 3,3
"gamenya bagus banget saat spawn pernah langsung liat desa dua pas main tapi kalomaining sulit dapetin GOLDnya sama airon,diamond,emerald gamenya bagus banget kualitas grafik nya namun pas udah lamaa tiba-tiba gak bisa ngehan curin blok tapi seru banget pas main survival banyak petualangan yang seru",5
ga bisa log in padahal sinyal 5G dan kuotaa bnyakkk hadeeehh knp abis update malah ginii,2
game nambah stres,1
banyak bug...tiba tiba sambungan terputus..harus relog baru normal lagi,1
jaringan ga stabil ping naik turun,1
tolong perbaiki kepada developer untuk masalah login/mengaitkan akun gagal terus connecting failed terus/masalah jaringan tolong untuk diperbaiki secepatnya,1
"game gak jelas, sistem jelek suka lag parah",1
karna Rafi ganteng main,5
"bug, nge lag, error !!!",1
sangat cocok untuk gw yg kehabisan game........ini gak ada niatan buat map lain kah???,5
"gameplay jelek sering lost signal padahal jaringan internet cepat,buat main game lain lancar tanpa gangguan plus kurang suka sama gameplay yang sekarang",1
"game tidak seimbang, mana ada commander wanwan hama, hero hero tidak sesuai dengan skillnya, dipisah dr mobile legends malah gamenya jd busuk gini.",1
gabisa di beli permanen comendernya,3
game gak jelas masa jaringan ku bagus masih ngelek gak bisa login leg Mulu anjjj,1
hapus commander Layla Layla = hamaa,2
gua kasih b5 ini supaya kalianliat kenapa si gameny slalu bikin turunnaik biar main terus bikinemosi buang buang waktu lagi kesal banhet gua,5
punya gua stack di loading awal Mulu sih kacau.,1
"rank nya kebanyakan dari XI ke I terus bintang juga ada 9, nah kalo menang ke 1 dapet 4 bintang klo ke 2 3 bintang. jadi susah mending pas dulu masih di gabung sama ml sekalian, ga menuhin memori juga jadi game nya terkesan membosankan dan ga asik buat main, untuk dm juga di pisah sama ml, dlu klo ga di pisah masih bisa buat beli hero sekalian beli commander klo yg ini ga, jadi pake dm sendiri² jadi makin boros pengeluarab, di awal permainan harusnya kaya dlu bisa milih hero yang cocok",1
game kont gadapet hero yg diinginkan pdhl uda pilih line up sebelum mulai.buff commander tharz lah,1
gem inii sangat bagus,5
goods game,5
"bagus semuanya, terimakasih moonton",5
lu niat ga si kasih hero ko hero saya sampah sampah,1
"udah bener mode yg dulu, malah dipisah. belom lagi semua berubah. belajar lagi dan males",1
sudah lebih baik dibanding season 1. lanjutkan.,4
nggak bisa bikin game,1
elek bgt,1
gamenya bagus sih tapi buat ram 3gb ga mendukung🗿,5
terbaik & sangat seruh 👍😃,5
"tolong di perbaiki knp saat Mau masukin akun tamu ke google selalu ngeleq,game.nya seru santai dan strategi lumayan,tapi kendalanya akun aj jadi ga respect",5
"baru main beberapa match udah dikasih lawan yg ngerti combo, tolong mas mas muntun kasih lawan yg adil dong buat player baru😞",5
seru sekalian,5
"Terdapat error pada permainan saya,saat saya memenangkan pertandingan mengapa tidak terhitung dalam history dan bintang rank saya juga tidak bertambah, padahal jaringan saya terbilang bagus dan lancar saat pemakaian, semoga diperbaiki 🙏",1
bagus aj,5
"game tulul yg pernah ada, malah makin rusak ga jelas",1
aplikasi nya bagus,5
"banyak cheater lah, please perbaiki, sayang banget ini komunitas nya banyak,, oi papi moonton please yang cheat ban aja sama kalo misal gk ada yg pake kombonya please kasih ke orang yang pake jangan di bikin susah dong udah scrol banyak gk dapet2 aneh banget ini nonton",1
"kacau Kalah Mulu,Item Udh bagus Tetep Kalah,Servernya Aneh... full bintang 3.hidup item 2,tetep Kalah.",1
"game sampah, bikin mual kau binatang",1
hah game apaan deh mau ganti akun gak bisa malah nempel pada akun sebelumnya nih game bener bener bikin sulit pengguna yang mau ganti akun ke akun lain,1
kenapa gabisa di instal padahal ruang penyimpanan masih kosong,4
"udh mau 1mnggu magiches gogo gbisa di buka knp ya kka,,???cuma load data udh gda gmbar juga gbisa masuk juga tkg dg kka🙏",5
ini dah bagus tapi setiap main pasti ping nya jelek jadi ganggu banget,2
apk gak jelas,1
Sayang banyak mode,4
enak banget gamenya,5
sangat keren MOONTON kamu hebat dan aku menyukainya tapi skin nya tolong di tambah oke MOONTON,5
gam ez,1
gamenya sudah bagus cuman kurang fitur berhenti download data,5
sangat baik untuk di mainkan,5
apalah moonton 1 game 5 comander wanwan kan susah tolong hapus comander wanwan,1
game jelek Wifi-nya bagus malah lag anehhhhhh,1
knp gk bisa login.😭😭,3
geme nya makan jaringan,2
muannnntaaaaaaaap pol,5
sangat menyenangkan kan saat bermain bisa heronya naik bintang tiga,5
"game nya sudah bangus tapi keamanan nya masih kurang saya mau hapus data magic chess nya setalah itu download data lagi tapi saya masuk ke akun orang lain bukan di akun saya terus pas saya login ke akun saya akun,ada orang yang masuk ke akun saya, jadinya saya setiap main jadi tidak tenang karena ada orang yang masuk ke akun saya,jadi tolong sistem keamanan akunnya di perketat seperti mlbb pakai verivikasi dua Langkat gitu🙏",3
lumayan game nya eedikit seru,4
"kurang nya kan papi montoon,, buat 5vs5 lah,,kalo gini cepet x menang nyaa,, sama rank nya jgn jauh"" x lah ,, intinya lama di pertandingan,,pangkat rank nya kayak mlbb biasa aja papi montoon,, sekiaaaann🙏🙏",4
"kurang suka gamenya ,bentar"" update patch , lebih suka magic cis yg dulu gabung sama mlbb",1
"pantes ratingnya 3,7. gamenya emang se gak jelas itu.. apalagi dengan adanya mode crystal rune malah makin gak jelas gamenya. menurut ku emang sudah sepantasnya ratingnya segitu gak lebih",1
"susah cari frangco b3 ,😭",3
WOY developer tanggung jawab lu punya gua nih nggak bisa dimainkan tadi pas loadding udah 82 malah balik lagi ke 62 tanggung jawab nih lu,1
SISTEM MATCHMAKING BAJIIINGANNNNN . GA ADA FAIR2 NYA KAYAK SENGAJA DIBIKIN KALAH MULU HERAN,1
tolong kembalikan sinergi tharz yg dulu.. jgn di jadikan lylia,1
bagus game ya,5
bagus banget gua main di jam 2 siang pas udah nya jam 5 sore gak sadar soalnya game nya seru banget 🤭,5
"saya kasih 3 ajalah, ga seperti dulu magicnya dan gue ga bisa mode practis",3
"nice game, keep it up^^",5
"tinggal 1 vs 1 dan sudah all in 30 gold. harusnya logikanya di stock masih ada, lah ini susahnya minta ampun. kacau game hoki hokian ini",2
tambahkan asasin/swordman 5gold,5
the trash store,1
kenapa buat ganti akun sulit bngt d mcgg ini. ?,3
semoga sehat² crew & jaya terus Moonton+MCGG. Aku hanya punya kalian untuk menemaniku dirumah sendirian setelah pulang kerja dan beraktivitas ☺️,5
game nya ga susah susah banget cuman naro hero doang tolong lah injang kasih yang setara jangan orang lain di kasih mutiara kitanya di kasih ee ga logis kan alahhhhhh menyet,1
"makin kesini makin kesono, tag team ada ranking nya, crystal ada ranknya. tadinya jadi selingan mobile legends sekarang harus milih salah satu. kadang ga riset dulu apa karakter pemainnya. semua dibikin high intensity games. gimana mau spending bos?",1
game ribet tiap season ganti combo jmbbt,1
Server eror Mulu kgk pernah bener ni game,1
"walaupun gw suka ni game,tapi adapun combo yang lagi naik langsung di nerf kan seru. makanya kalau baff atau rilis hero jangan terlalu op atau terlalu buriq🙏",1
mnurt saya game plan & animasi mc terdahulu jauh lbih seru.skrg lihat prtandinganya pun mmbosankan karakter animasi trlalu brvariasi mncolok,2
"boleh, tapi tolong adil",5
"Roll bawah hama, ayolah moonton, nerf damage nya",1
makin ke sini makin parah sich menurut saya magic chess.enakan magic chess 2 THN kebelakang sinergi juga gak ribet gak kayak sekarang,1
game tai update mulu,1
Dari heronya oke ada banyak GK kayak di ml dulu tapi masalah nya game play nya kurang menarik jadi kurang seru,5
"wooohhh, Ganti aja nama aplikasi nya jadi dawnbringer: go go go, ngasih sinergi yg ngotak dikit dong,masa sekali samber petir mati, Sinergi beginian yg bikin males main,masih mending lawan kangkung, Lah ini dawnbringer udh keras sakit lagi, Ga sekalian nanti adakann sinergi santet biar udh 6 Hero nya langsung mati sama pemainnya sekalian, Ini kalo g di benerin sih bener bener ga mendukung keluhan pemain, Bisa aja gw laporin nih aplikasi ke pihak manajemen play store.",2
"kecepetan anj gw belom beli hero udah mulai match, klo bisa lamain lah",3
sodap and keren sedikit tambahan hapus comander layla ama kagura susah bener lawan nya ama 1 lagi yuki,5
keren boss ku paling suka jurus santet,5
"I really like this game but why not make a feature for 4 vs 4 competition and for clan or moonton squad? so that the magic chess gogo community can be more global. that's just my suggestion, sorry if there are any wrong words or offended, thank you.",5
game scam ajg kau moonton,1
apalah ngadain mode nostalgia TPI keriset rank nya percuma ngadain mode itu LG klp keriset udh pada malas main mode itu,1
burik,1
MALAH ANEH MC YG SEKARANG,1
tolong lah moonton bikin magic chessnya seperti dulu lagi gak usah di pisah dari game mobile legends pliss,1
"jaringan tiba"" lag saat bermain game ini",1
game nya bagus makin lama makin sempurna drafpik nya seimbang,5
game bangsad muncul terus di iklan bangsad bab1,1
game kont0lllll,1
banyak bag sampe ngeleg tapi baguss padahal ga seberat ml nya tapi bikin leg hp,4
semakin rumit,5
sangat Bagus,5
Definisi terburuk dari yang terburuk,1
⭐⭐⭐⭐⭐,5
"susah bgt dpt hero yg di harapkan, lawan dg mudah dpt hero sampe bintang3 🥱🥱",1
game php 😡🤬,1
"makin ga jelas wkwk rusak"" moskov di nerf habis"" an trus"" an itu harga 5 golt tertinggi loh , hero 5 golt semua damag sakit skrng malah kaya harga 3 golt damagnya wkwk ngawur , hapus aja mc gg klo gitu mah dri PlayStore",1
game gampang untuk yang punya luck tinggi,1
erorr Mulu anjirrrr,2
"game hoki gajelas, masa gw nyari 1 hero doang kgak nemu nemu buat ngaktifin skill Commander moskov. ANEH NIH GAME!!",1
is the Beast,5
woii bodat..gmna ceritanya ne baru mulai main musuh dh dpt bintang 3 ?baru ne liat game lawak.gmna GK langsung hancur baru mulai bentuk dh kena hajar.ditambah dpt karakter yg sama susah kali skrng.lawan dh berbintang semua.dh game niru malah gagal pulak🤣🤣,1
"gampang banget ini game, kasih musuh yang keras dong monton wkwk",5
Bagus sekali ini game yang sangat seru dan menarik setiap hari,5
"GAME CACAD! GW UDAH BANTAI BANTAI MALAH DI PAKSA RELOG 2X TERUS MATCH NYA ILANG! KECEWA BANGET GW, ANDAI BISA KIRIM SS GW KIRIMIN SEMUA BUKTINYA!",1
"agak ngeri lagi main tiba tiba lag dan ada peringatan akun anda sedang login diperangkat lain waktu ku cek semua akun yang tertaut gaada sama sekali yang login, dan sayangnya di MCGG gaada fitur cek perangkat apa aja yang baru login di akun ku",3
developer kikir lawan musuh 3 kali beruntun dengan musuh yang sama PELIT NGASIH HERO KIKIR KIKIR,1
Dark sistem tuh di ilangin tusun 13x gak habis fikri,1
parah yg buat game.. yang lebih parah yg atur game nya wkwkwk,1
GAME RUSAK SAMA KEK ML,1
game aneh sial. sulit dapat heronya sedangkan musuh mudah dapat kan heronya. jangan dowload game ini no recommend banget maen nya.,1
gak seru kalo gak satu app sama moba.,5
"tolong dong sinerginya di sesuai in semua biar rata damage nya, kaya mage ini damagenya kurang bgt padahal dulu itu setara sama sinergi lainnya, tiba² patch sekarang malah turun drastis kaya gak guna",4
"ga usa didownload game keluaran MONTOON.ga ada yang bagus game keluaraan MONTOON.yang ada kalah terus.kasi ulasan buruk biar dihapus dari play store.bagus lu main HONOR OF KING. ga ad make editan sistem kek game keluaran MONTOON.kita merepot player buruk langsung dikenain sanksi di HONOR OF KING.ga kek game MONTOON,ga ada respon.",1
ga bisa login suka ngelag ngelag tolong segera di perbaiki padahal sinyal bagus tapi ga bisa login udh setengah jam nunggu tapi tetep ga bisa tolong perbaiki game nya menurut saya game nya udh bagus saya suka tapi kenapa ngelag banget saya sangat kecewa mudah mudahan game nya segera di perbaiki,1
game scam game ga masuk akal game ga sehat....,1
"dipermainkan sama sistem.... gamenya jadi membosankan, semoga lekas sembuh....",1
"asik cuy, tapi lama gamenya sekitar 25 menitan (kalau peringkat 3-1) seru!",5
memuaskan,5
"moonton, thank you. akhirnya magic chess lama di adain lagi. elementalist come back 😍",5
"baru masuk rank legend,susahnya minta ampun buat nge push,tapi itu yang bikin seru jadi ada tantangan lebih",5
"Kenapa harus di pisahin aplikasi magic chess dan aplikasi mobile legend , malah makin ribet sekarang kalo mau main magic chess jadi 2 aplikasi ... tolong lah satukan lagi aplikasi nya magic chess ada di aplikasi mobile legend jangan di pisah-pisah jadi 2 aplikasi !!! Semenjak sistem season semakin hari semakin buruk dalam warna hero nya tidak seperti 10 dimensi !! burik pokonya bagus ,sekarang semakin burik dari hero nya juga !!!",1
"game tolol ling b3 kalah sama badang b3 gk masuk akal,sampah",1
gem gak jelas,1
"ini kenapa ya sekarang malah sering ngelag/dan terlalu sering muncul menghubungkan kembali padahal maen mobile legends jaringan normal"" aja",5
moonton coba Ling di buff kaya gini(setiap mengeliminasi lawan di dalam ring akan meng copy hero yg berada dalam ring),5
Game idiot laneup bagus masa kalah,1
"Habis update mlh jadi gajelas, susah banget buat ngedapetin hero yg sama buat naikin bintang",1
"gak kyak dulu, gak asik",1
"mohon untuk Hero wanwan untuk di nerf skilnya,meresahkan Gunawan ini",1
permainannya ngelag terus burik,1
yang ku mau di magic chess go go ada mode full party lima vs lima lalu aku maui ada beberapa Hero di mobile legends yang seharusnya ada di magic chess buatkan system top global setiap Commander,5
Karena mudah saja untuk menaikkan level tertinggi dari Hero,5
sering nge lag,1
"jaringan bagus, pas main lag parah",1
ngelag Mulu....padahal sinyal udh 5g masih aja ngelag,1
ping jelek ga sebagus ml walaupun jaringannya device stabil,1
MIN HADIAH BP YANG DI MCGG SETIAP KITA SELESAI MAIN MASUKIN KE AKUN MLBB LAGI DONG KAYA DULU,1
grafik jelek,1
"min boleh kasih masukan gak, gimana kalo di profile game kasih commander favorit seperti ml,kayak jumlah pertandingannyan wr nya, Ama kasih jg title commander min , terimakasih",5
"apaan ini ga bisa login, interface ml bahkan di ml tdk bisa ganti akun moonton, perbaiki",1
apk nya bagus strategi nya juga banyak tapi permasalahannya di download data udah selesai semua dan ya yang udah kedownlod hilang seketika saran ya untuk pihak developer nya untuk memperbaiki masalah ini segera sekian dari saya terimakasih,3
makin ga jelas,1
tolong jaringan diperbarui lahh...ini game besar loh...yutub lancar main game ini bapuk...,1
"ini game sangat cocok untuk orang yang dulu nya cuma main magic cess di mobile legends, dan sekarang bisa download terpisah agar bisa menghemat ruang penyimpanan",5
aku beri bintang 5 karna seru banget,5
"game nya udah baguss tapi tolong dong kasik tambahan sedikit waktu pas sebelum warr biar kita bisa mikir lebih lama , terkadang belum kasik aitem udah di mulaii tolong dong di perbaiki",5
tidak ada yang bisa rumah 🏡 Ki u,3
"Setelah update server makin jelek buffering trus, Hero yg diberikan ga sesuai dari gogo card.",1
No comment udh bagus soalnya,5
magic chess go go Sangat seru mainnya bisa mabar Dan kayak main Catur😉😉 gabung gabung hero,5
game lol,1
tolong bukan mode offline seperti MLBB 🙏🙏🙏🙏🙏🙏,5
"saya suka Mobile legend, tp lebih suka magic chess.. lucu aja g begitu memerlukan emosi.. jadi mengurangi dosa untuk tidak berkata kasar.. hahaha..",5
bagus sih tapi.. kenapa harus pisah aplikasi woilah moonton kan jadi ribet 😭😭👊,5
Mohon untuk developer magic chess beri peringatan untuk comander tharz saat tidak sengaja menekan tombol skill tharz agar memudahkan Player aku akan memberi bintang 5 jika peryataanku terwujud karena kejadian tadi aku reflek mencet skill tharz padahal mau buka go go card makanya aku ingin ada fitur peringatan pls 🙏,3
saya tidak bisa menginstal aplikasi ini kenapa? coba anda perbaiki lagi,1
"udah bagus, cuma berasa jomplang banget harga up level mehoong kalo dibanding mc old. mode nostalgia masukin fitur skill hero nostalgia juga seru kayanya, contoh skill ling 1 ling 2 & 3",5
sinyal nnya di perbaiki lah tolong main game ini,1
"drop rate hero yg di butuhkan terlalu tidak jelas,,level com 8 bintang 4 aja minimal butuh 30-50gold cuman dapet 1 hero, ini game RPG apa game adu HOKY..?? apa gk bikin game slot aja ini developer kalo adu hoky segala,,",1
very good,5
bisa sambil nongkrong,5
kocak amat ini game bisa make cit bjir aowkwkwkwk,1
"Kembalikan magic case yang dulu, skarang magic case hanya bergantung buku buff yang di dapat & comender, sinergy sudah tidak terlalu berpengaruh, sinergy make era, cadia, dragon altar & abys sinergy andalan gw di ilangin 😭",1
"udah gak jelas lagi magic chess udah gak sama kayak dulu lagi , masak apha Hero 5 gold kalah sama Ling Hero 4 gold padahal bintang nya sama bintang 🌟🌟 build nya juga sama di Tarok sama lawan , tapi tetap aja apla kalah sama link , dan ada lagi Hanabi bintang 🌟🌟🌟 masak kalah sama wanwan bintang 🌟🌟🌟 padahal kan Hanabi kalo di jual dia Hero mahal juga termasuk Hero sakit , tetapi wanwan Hero 1 gold kan gak sakit , tolong kedepan nya di perbaiki lagi supaya orang lain enak betah main di gem",2
"perfect sih asik asik aja, banyak player yang kangen mode nostalgia skrng udh di rilis, kalau player ngeyel kangen kangen mulu biarin dah di semua game pasti selalu kangen moment nostalgia jaman old apapun itu game nya, mcgg juga kayaknya masih belum jelas ini moonton mau gimanain😂, yang penting asik dah.. yang kurang itu fitur skill comander nya tuh 1 doang jir terus adain kayak clan/squad gitu, lebih bagus bikin pake magic coin aja biar gausah topup cuma buat bikin squad☹️😂",5
kedua nick name ini tukang nge troll merugikan player Lain yg solo Rank mereka Duo Troll ™TAHU_GHODOK!!! dan ZuperZenaEx99,1
comander Yuki di hapus aja sama Kagura montoon ah,2
sering ada sinergi ultra tapi computer ambil kon###,1
karna ridak bisa di dowload di hp ram 2,1
"Sisa satu match tiba-tiba lah gak bisa di pencet, anehh",1
tolong tambahin bisa atur hapus unduh di manajemen konten makasih,4
"MC sekarang gak jelas heronya, gak kaya dulu nyari heronya gampang gak kaya sekarang, nyari hero sampe lategame pun gak dapat, kecewa sama MC sekarang",1
"suka bug padahal hero pas dan dapat sinergi nya malah g aktif kehitung 10 malah ttep 7 tolong laa di perbaiki moonton, dan itu g terjdi sekali terjadi sampai 4-5",1
sistemnya ga jelas,1
bagus addict,5
"tolong diperbaiki lagi untuk dibagian notifikasi saat lag,sudah stabil masih ada notif,tidak bisa hilang dipaksa login kembali dan tidak bisa masuk ke dalam pertandingan kembali",3
"banyak bug dan patah"" saat main, ada sebuah bug , lebih suka saat digabung dg mlbb, sulit mendapatkan hero yg di dapat, kadang rank tak sesuai dg lawan.",1
monton ..9 eruditio kurang Jony aja nggak di kasih🤮🤮,1
"tolong tambahkan fitur unduh replay di dalam game, untuk mempermudah konten creator dalam pembuatan kontennya. terimakasih, mohon dipertimbangkan",5
Gameplay aneh,1
kurang menarik,2
untuk update makin kedepan makin bagus tapi setiap di akun aku setiap update ada bug chat dr ml pesan sudah dibaca berulang kali namun masih ada tanda dl dah lapor cs dah di benerin tapi sekarang habis update muncul lagi. saran fitur tambahan bikin fitur album sama praundang ini menurut ku penting banget,4
"roll hero busuk, demek hero tumpang tindih masak b3 gold 4 hero bisa kalah dengan B2 hero gold 2 pdahal sama sama full EQ",1
biarkan saya bermain Magic Chess,5
"untuk game play dan fitur fiturnya saya rasa sudah cukup baik dan memuasakan tetapi yang menjadi keluhan saya, kenapa saat matchmaking itu selalu reload terus dan itu terjadi berkali kali akhirnya saya harus login berkali kali itu sangat menggangu akhirnya saya tidak bisa optimal dari bermain yang berakhir kekalahan karena mengulang ngulang login padahal untuk divice hp saya sudah sangat mendukung",3
Tolong dong ini game jangan di pindah pindahin ribet bjer 🗿,4
rusak seharusnya awal milih Hero sama sinergi biar ga tabrakan semua,2
padahal sinyal nya bagus tapi di gem nya leg terus tolong di perbaiki ya,3
game seru dan menegangkan,1
okela,5
𝙜𝙖𝙢𝙚 𝙩𝙚𝙧𝙗𝙖𝙞𝙠 𝙞𝙣𝙞 𝙢𝙖𝙠𝙖𝙨𝙞𝙝 𝙢𝙤𝙤𝙣𝙩𝙤𝙣𝙣 👋,5
bagus benar,5
Bagus buat orang yang udah stres lose trik di mobile Legends mantap moonton👍,5
game nya bagus tapi sedikit lol di login akun kadang eror,3
"tau ini dari temen yang ""magic ches lucu2 """,5
"makin di update makin berat, buat apa di pisah kalo sama aja berat",2
blacsecren:),1
ngeprank 😌,3
lu pada main kek gini tmbah goblok lama lama game kaya slottt menang sekali kalah ribuan kali,1
gajelas,2
download data Mulu anjir,1
"game hebat, gw dikasih sinergi 10 mulu. game favorit. otw jadi game nomor 1 di dunia, bisa mengasah otak. seharusnya game ini bisa mengalahkan game sebelah yang MOBA banyak Jawa. dan tolong buat turnamen MC Gogo versus catur. dan tolong nerf Uranus Titan gw Susah lawan. dan tolong permudah mendapatkan sinergi 10 eruditio dan 10 ember lord. dan tolong nerf astro serta nerf vexana dan tambahkan mode 4 vs 1 sekian eh dan buat Johnson kecil seperti dulu lagi dan batalkan rilis commander Karina",5
tambah gabut,5
sangat bagus dan sangat menyenangkan,5
kartu saya ampas,4
gamenya sangat seru,5
setelah diinstal ulang masuk pke akun malah hilang koneksi terus download data lama dan tidak bisa dimainkan dihp baru saya kira ada sinyal eh malah lag nya parah,1
game celekkkk,1
anj sinyale ngeleg ngeleg,2
"dulu gue yang nyaranin magic chess di pisah waktu hp gue masih lemot. sekarang beneran di pisah. ternyata bukan gamenya yang salah,gue yang terlalu miskin tapi terima kasih sih. tetap magic chess yang terbaik. cuman nyaranin gamenya seimbang Hero harga 5 gold harus bisa di kalahin lah sama full sinergi GK ada perlawanan kalau dah jadi. jadi malas main skill commendernya GK seru mending kek yang dulu",1
Game terlalu susah untuk orang yang sulit fokus. karena setiap bisa sinergi di MCGG selalu update ganti sinergi² terbaru,2
maksa di kasih bintang,4
kebanyakan event buat klaim event aja sering ngebug,1
"perbaiki servermu, lag banget.... pengalaman bermain buruk karena server yang lag",1
boleh,5
yaaa alasannya awal awal ga susah kek mlbb lah atau gw aja yang ga bisa main mlbb🗿,5
tolong buka mode practice untuk semua player,4
gamenya jelek bgt skarang,1
"Dear untuk mimin, tolong nostalgia mode era ling era star core kami merindukan masa itu jangan cuma mode rune min!!!",5
"Cristal astro tiadakan, menganggu gameplay & damage!",3
mengapa game ini tidak bisa di download,1
"usahakan download data tuh bisa di tunda,bisa lewat wifi aja kayak MLBB",2
permainan ini bagus yang hapus pasti nyesel,5
"game taik,",1
Jaringan Jelek,1
