Ulasan,Rating,Aspek,Sentimen
gamenya seru seru yang ini sih dari pada dulu,5,satisfaction,positive
saya uninstall game ini enak yang dulu,1,unknown,neutral
enggak usah membuat game saja game lu cuman nyakitin hati setingan,1,satisfaction,negative
kalau yang mobile legend ukurannya sampai gbitukan game gancok kalau game ini ok sip,4,satisfaction,positive
bagus dan jelek,3,satisfaction,negative
balancing comander seperti tak,1,satisfaction,negative
sudah lost streak punya sumonner lv max vexana tidak pernah dikasih yang keluar zask terus yang harga permainan settingan kayaknya,1,satisfaction,negative
kenapa waktu hero mau bintang tiga itu dapatin hero satu lagi itu sulit sekali ini game nya pelit sekali tinggal satu saja di susahinini game membuat greget saja,1,satisfaction,negative
sistem nya tidak adil kalah saya harus menang kali dulu baru baru menambah bintang lagi tapi habis itu kalah lagi seperti itu terus,1,satisfaction,negative
game beruntung strategi probalitas roll hero kacau algoritma pun kacau,1,effectiveness,negative
ini online atau ofline aneh,3,unknown,negative
kenapa kalau sudah late game suka lag sinyal saya bagus tapi lag sekali macet macet kalau tidak dibenerin saya hapus ini game puq,1,satisfaction,negative
game nya seru sekali wak cocok buat orang yang lose treak main ml dan yang stuck di epic karena win mulu game nya juga mudah yuk main magic chess go go,5,satisfaction,positive
asik seru penuh animasi bergerak jadi tidak bosan i love mcgg,5,satisfaction,positive
habis update ini commander yuki jadi tidak balence sekali,1,satisfaction,negative
saya tahu game ini dari sepupu ku waktu saya lihat dia main seperti seru sekali dan saya download deh ternyata benaran seru dan saya bisa mabar sama pacarku tinggal atur atur strategi saja biar bisa menang,5,satisfaction,positive
refresh hero sekarang sudah tidak seperti saat magic chess bergabung dengan mobile legends dapat hero yang diinginkan selalu tidak tepat waktu buang kouta doang cuma buat lihat kalah doang,2,satisfaction,negative
alhamdulillah sudah di uninstall main naik turun dulu menang mulu sekarang tidak jls buang buang waktu jadinya bukan happy malah stres,1,satisfaction,negative
game tahi ponsel patah²,1,satisfaction,negative
gamenya menarik penuh taktik dan strategi,5,satisfaction,positive
geam burukgk asik ret nyamasa main ampas saja terus,3,satisfaction,negative
katanya pembaruan kok malah begini tidak akurat ada pilihan magic jaz ada saya memilih yang kartu kok tetap memilih versi lama,1,effectiveness,negative
dmg roll bawah terlalu besar woiiii,1,unknown,negative
game kagak jelas ini parahsumpah sudah gue uninstall kagak mau gue main lagi nih game,1,satisfaction,negative
saya deh update tapi tidak bisa masuk apalh cowok,4,satisfaction,negative
diskriminasi player suuudi seting pokok nya,1,satisfaction,negative
kereeeennn,5,satisfaction,positive
bagus sih tapi semenjak pisah dari aplikasi mlbb malah skill commander nya tidak bisa ubah² punya skill seperti dulu,4,satisfaction,negative
jelek sinyal nya aneh sinyal kencang tiba tiba menghilang tidak jelas,1,satisfaction,negative
game bagus disain bagus cuma banyak iklan doan,5,satisfaction,positive
payah,1,unknown,negative
loading ekstrak resource nya kok ke ulang terus ya sudah nunggu menit masih begitu saja,1,satisfaction,negative
kembalikan sinergi yang dulu sama skil comander yang dulukalau mau game berkembang karena mc yang lama lebih kerasa game play nya dari pada yang sekarang,1,satisfaction,negative
kebanyakan update tidak jelas saat nya hapus ini game membuat menyampah saja kalau kebanyakan update,1,satisfaction,negative
enggak ada yang jago di mc cowok,5,unknown,negative
game banyak cheater gaasik,5,unknown,negative
saya mau kasih saran atau ide baru tolong dong saat match samain seperti ml yang ada ban herocomander jadi di dalam kita bisa ban comander yang menurut semua orang itu comander yang terlalu over powerjadi tidak ngandelin update patch terus,5,effectiveness,negative
sebenarnya magic chess lebih baik yang dulu karena satu aplikasi dengan mlbb tidak terpisah seperti sekarang bagi yang ponsel nya kentang seperti saya ini sangat tidak di rekomendasikan karena memakan banyak ruang juga,3,satisfaction,negative
seru sekali update tan kemarin bisa main mode magic chess dulu seru sekali,5,satisfaction,positive
kgamenya seru sih mantap juga tapii moonton kenapa yang busa mengakses practice hanya content creator magic chess gogo semoga semua olayer megic chess gogo bisa mengakses fitu practice,2,satisfaction,positive
rata² yang kasih bintang pada tidak bisa main ini game banyak mengeluh justru ciri khas dari game chess ini ya pasti banyak perubahan dan gambling harus pintar ngotakngatik main menggunakan otak sejak jaman main chess rush sudah familiar dengan banyak perubahan di dalam gamenya kalau kalian yang kasih bintang tidak mau repot dan tidak mau menggunakan otak kalian ya jangan mengeluh kalau perlu tidak usah main bacot seperti paling jago saja,5,satisfaction,positive
ganti semua ke mode magic chess rune saja,5,satisfaction,neutral
disuruh tutorial ketika install ulang walaupun sudah punya akun tidak seperti mlbb pertama masuk game langsung bisa ganti akun dan tidak ada fitur pamer achievement percuma dipajang kalau tidak bisa dilihat player lain,1,satisfaction,negative
permasalahan sudah di perbaiki jadi saya kasih bintang lagi,1,satisfaction,positive
kasih gogo card yang bagus dong wedus,1,satisfaction,positive
sekali main langsung ketagihan game nya seru sekali yang buat magic terimakasih sudah membuat game yang sebagus ini terimakasih ya kalau bisa kasih saya ponsel ponsel saya relmi jadi kalau main game ini ngelek² tapi saya sabar terimakasih semuanya semangat lagi bang,5,satisfaction,positive
game bagus tapi ada sedikit bug yang menyebalkan,3,satisfaction,negative
update mulu tapi tidak guna semua makin ke sini makin ke sana kok jadi tidak seru ya apa saya uninstall saja ya game nya pindah ke game sebelah tidak seru lagi mc nya min,2,satisfaction,negative
keren jarang nge lag mantap mantap,5,effectiveness,positive
game nya rusak saya tahu saya baru main mc gogo tapi kenapa saya saat di rank mytik saya susah sekali untuk mendapatkan hero gold dan susah sekali untuk menjadikan walopun hanya bintang walopun itu sudah lategame saya sudah kalah comender susah dapat hero gold tinggi bahkan susah sekali buat ngejadiin nya tolong jangan pilih kasih sama orang baru saya lebih suka mc di ml di bandingkan di sini rusak semua,1,effectiveness,negative
montoon kapan gold rush rilis lagi,5,satisfaction,neutral
gemnya seru haru di mainin setiam hari atau kalian terlambat ambil even dan bisa dimainin di moba atau pun pisi,5,satisfaction,positive
main dari pagi sampai malam tidak nemu biji astro bug kah habis update biji astro kok tidak dapat²,1,satisfaction,negative
wah game yang sangat ramahh,5,unknown,positive
lumayan lah mirip ml,5,satisfaction,positive
game tidak adilkalo ada bintang nol ku kasih bintang nol ini gamesaya player lama lohwaktu dulu mc masih gabung ke ml bisa sampai mitik kpas di sekarang boro² mau ke ke saja susahga imbang,1,satisfaction,negative
kenapa enggak bisa menggunakan indihome menghubungkan terus aneh sekali,1,unknown,negative
hoalah ml enggak ini sama saja magic chess menang beruntung doang cuk,1,satisfaction,negative
game nya bagus yang kurang dari dulu tuh diamond harus didapatkan dengan membeli menggunakan uang asli ini kekurangan game tersebut semoga bisa lebih keren diamond bisa didapatkan dengan menang bukan membeli,4,satisfaction,positive
kasih kristal dawnbringer pelit amat game enggak jelas,1,effectiveness,negative
magic chess tidak se asik yang dulu sekarang saya keluar dari magic chess karena tidak seperti dulu lagi mungkin kalau seperti dulu lagi saya main lagi,1,satisfaction,negative
macet macet game ini,1,unknown,negative
ngefreze parah,1,unknown,negative
drop rate sampah perbaiki dropratenya kalau mau pemain banyak,1,satisfaction,negative
player suruh nyesuain sinergi terus capekkk,1,satisfaction,negative
sinergi makin kesini semakin tidak benar lebih baik sinergi yang dulu lebih gampang di pahami dan untuk sekarang ini saya sudah tidak main magicchess lagi karena sinergi sudah tidak benar makin kacau,1,satisfaction,negative
game pilihkasih gj,2,effectiveness,positive
jujur saya lebih suka sinergi yang dulu tapi enggak apa-apa lhh,5,satisfaction,positive
nge lag saat pertandingan padahal sinyal lagi bagus,1,effectiveness,negative
bug shop nya hilang,1,satisfaction,negative
game nya sangat seru dan sama seperti di ml,5,satisfaction,positive
sangat menghibur dan menyenangkan bermain mcgg mantap,5,satisfaction,positive
game nya membuat sakit kepala,1,effectiveness,negative
permainan tidak main akal malah main beruntung kalau tidak di secam ya beruntung dan musuh nya juga tidak sama dengan rank nya lain kali lebih di perhatikan,1,satisfaction,negative
ganti akun saja harus tunggu hari,1,satisfaction,neutral
semenjak dipisah dari mlbb sekarang uiux nya jelek dan tampilanya kurang,1,satisfaction,negative
sangat seru sekali bisa dimainkan di hape samsung,5,satisfaction,positive
game rusak bug di mana masa saat main ke rolog habis itu pertandingan terakhir enggak ke baca,1,effectiveness,negative
kenapa setiap update itu seperti baru download aplikasi di playstore mulai dari lagi ngntd,1,effectiveness,neutral
mantap jika perlu tetap naikan turun update heri dll,5,satisfaction,positive
sering lag dan sangat mengecewakan,1,satisfaction,negative
sejago apa kita dalam teori kalau akun kita di setting lostricccgk guna juga buang² waktu danending main hok game sebelah hari tidak pun menang segoblog apa pun paling tidak saja menang atau urutan itu mending kita cuman di jadikan alat saja sama monton kesel saya maaf monton mc gogo saya uninstall bukannya dapat ketenangan dalam bermain membuat emosi,1,satisfaction,negative
permainan nya seru sekali apalagi kalau ful hero pasti seru,5,satisfaction,positive
patch baru mode baru sudah bagus tapi kok patch yang sekarang sering sekali ngefreze dikit dikit ngefreze lag suka enggak bisa mencet atau mindahin item tolong min perbaiki,3,satisfaction,negative
game ini cocok untuk belajar dan merancang sebuah strategi,5,satisfaction,positive
tolong kembalikan pattern hitung seperti season kemarin soalnya saya susah menentukan lawan selanjutnya,1,satisfaction,negative
tolong petbaiki masalah koneksisejak update sistem jadi sering loading,1,satisfaction,negative
lumayan sih bagus tapi ini cara main nya bagaimana saya tidak nggerti kalau ml yang asli saya tahu cara mainnya kalau ini bagaimana makanya saya kasih bintang,3,satisfaction,positive
pay tapi win matchmaking tidak jelas dan terlalu banyak sinergi tidak jelas,1,satisfaction,negative
apa sih nih mau login game tidak bisa tiba tiba mentok di loding screen game nya doang,3,satisfaction,negative
lawannya tidak ada yang jago,2,satisfaction,negative
ini seru melatih otak untuk konsentrasi,5,satisfaction,positive
buat devoloper mobile legend dan mcgg hapus saja game lu ini moonton membuat manusia malas bekerja wkwkwkwk,1,satisfaction,negative
secara keseluruhan lebih suka dengan magic chess lama dari sinergi sampai hero yang masih satu sama mlbb,4,satisfaction,positive
game ngentt,1,unknown,negative
masih bingung yang lain gampang sekali dapat hero di babak dan sudah banyak yang naikin hero level bintang,2,satisfaction,negative
ya ok lahpermain nya cukup bagus tapi sayang nya penyimpanan tambah berat lagibagusan yang kemarin tapi enggak apa-apa kalau sudah bosanmlbb kalau sudah bosan main mcgg dan seterus nya,4,satisfaction,negative
kalah menang sudah di seting,1,satisfaction,neutral
game tidak jelas hero koin sakti mandraguna masa kalah yang hero harga koin anjir,1,satisfaction,negative
tolong singkirkan commander miya wanwan sama jhonny tidak sesuai permainan,1,satisfaction,negative
loading lama sekali kadang² tidak bisa masuk game padahal koneksi sama ponsel mendukung,1,effectiveness,negative
mcgg rusak sinergi balik lagi ke jadul mana rank langsung teejun bebas ke warior seperti baru downloada lagi saja di tambah persentase menang anjlok parah tidak logis,1,satisfaction,negative
bkalok niat jangan paksa saya menyesuaikan diri begitu lah montor bingung saya ganti mulu itu sinergi,3,satisfaction,negative
loadingnya lama apakah ini bug,5,effectiveness,negative
terima kasih mode rune di idupin lagi kalau mode rune tanggal di ilangin fix pensi gara ku post di story wa teman yang off lama mc gogo balik lagi,5,satisfaction,negative
gold rush lah gold rush,5,satisfaction,neutral
good pokok nya aowk,5,unknown,positive
gamenya bagus tapi please buka practice mode untuk semua player,4,satisfaction,neutral
gamenya bagus sekali saran next update hapus saja dari play store,1,satisfaction,negative
dapat ampas teross,1,satisfaction,positive
burik makin di update,2,satisfaction,negative
game yang sangat luar biasa dimana menang kalah adalah permainan sistem kalau kalah mau menggunakan hero setebal apapun pasti lembek dan hero damage jadi enggak ada damage dan mau naikin bintangnya susah padahal heronya masih banyak di daftar cuman enggak di munculin saja monton babi,1,satisfaction,negative
terima kasih bang montoon sudah dikasih versi yang lama buat nostalgia,5,satisfaction,positive
sekarang sedikit paham heheh,5,satisfaction,neutral
shopnya dark sistem sama update nostalgianya banyak bug sama rusak,1,effectiveness,negative
semenjak menggunakan aplikasi sendiri jadi malas untuk main soalyga semua ponsel bisa nampung juga tampilannya tidak menarik seperti yang di mlbbnya langsung,1,satisfaction,negative
mantap makin banyak tantangan nya,5,satisfaction,positive
saya sering mengalami lag saat saya sedang bermain terdapat gambar yang menyatakan bahwa internet tidak stabilakan tetapi internet yang saya gunakan saat itu sendang stabil kasulitan saat mencari hero dengan sinergi yang sama terutama saat level commander sudah naik saya sering kesulitan untuk mencari hero terutama hero harga koin,1,effectiveness,negative
terima kasih min saya sudah mainkan game ini yang sangat luar biasa dan sempat lihat bang windah yang lagi live streaming terima kasih banyak ya min,5,satisfaction,positive
seru saya suka magic ches yang sekarang pertahan kantapi yang membuat kesal mau masuk ke google play game nya susah bangetmasa iya harus menggunakan ode email,5,satisfaction,negative
bagusbanget,5,satisfaction,positive
mode practice nya rilisin dong,1,satisfaction,negative
koneksi bagus tapi game nya lag sering keluar sendiri mmemek,1,satisfaction,negative
meta roll bawah merasahkan bagus hapus saja hero dan gold sudah tidak penting di meta sekarang,1,satisfaction,negative
setiap saat sudah di game malah rilog lagi tolong perbaiki,1,effectiveness,negative
bolelah,5,satisfaction,negative
tidak seru mending chess yang dulu,2,satisfaction,negative
saya susah ganti akun baru,2,satisfaction,negative
role bawah hama keturunan amba,5,satisfaction,negative
tolong waktu untuk persiapan war nya di perpanjang saya sering kalah karena hero belum ditempatkan malah langsung mulai saja,5,effectiveness,negative
perbaiki serverjaringanmasak main nge lag mulupadahal kan ini game santai tapi membuat emosi gara gara koneksi nge lag mulu,2,satisfaction,negative
min ram bisa main magic ches go go tidak,5,satisfaction,neutral
ti ada dapat hero bagus,1,satisfaction,positive
meminta tolong dong untuk chessboard cybercity dirubah biar ada efeknya seperti chessboard magical lainnya,5,effectiveness,negative
tidak pernah hoky benar game gambling,2,unknown,negative
mic nya kadang mati,4,satisfaction,negative
ngebag terus deh semenjak updet,1,effectiveness,negative
update season agak tidak slabil buat nguduh lama koneksi sudah stabil tapi nguduh nya sampai mau selesai season nya tolong tambahkan peraturan buat nguduh supaya bisa memilih yang mana dulu yang mau di uduh,3,effectiveness,negative
sumpaaahh dulu saya pernah rating disini buat nambahin hero dan ada pemilihan hero diawal seperti dulu makasihhh sekali update an terbaru ada magic cristal rune persis sekali seperti magic chess yang lamaa keren,5,satisfaction,positive
keren sih mc lama di tambahkan di mode mgc sekarang,5,satisfaction,positive
kurang lancar saat mai terutama server sama koneksi,3,satisfaction,negative
game beruntung hokian apalah,1,effectiveness,negative
synerginya banyak yang dihapus dan diganti,5,satisfaction,negative
saya kasih bintang soalnya cocok buat mengisi waktu luang saya,5,satisfaction,positive
nih knapa mc apdet mulu anjir sudah kali update tiap mau login heran saya,1,effectiveness,negative
yang download lumayan banyak tapi yang login dan memainkan jarang saya rasa sudah mulai sepi lagi hampir semua teman di list saya pada login di ml nya kurang menarik seperti nya kalau mcgogo di pisah sama ml karena orang itu pasti fokus ke aplikasi game,5,satisfaction,negative
tolong semakin keren lagi dibikin ya supaya makin betah saya main nyaaku sih sudah suka sekali game nya,5,satisfaction,positive
setiap skip tidak main harian pasti data download ulang ngapa deh,1,satisfaction,negative
ribeeeeeeet tidak bisa langsung masuk akun harus ikut tutorial dulu tidak bisa di skip membuat bosan mana tutornya lama lebih suka grafik lama juga dari yang ini,1,satisfaction,negative
seru sekali sumpah,5,satisfaction,positive
jooosss,5,unknown,positive
magic chess taeei tidak pernah benar,1,unknown,negative
game settingan buruk,1,satisfaction,negative
mantap moonton ini lebih seru dari pada mobile legend nya,5,satisfaction,positive
mengapa harus di dua aplikasi untuk magic cheese sekarang lebih baik yang lama karena untuk settingan nya karena saya tidak hapal akun nya saya,4,effectiveness,negative
soalnya saya menang mulubosen ada yang kalau lawan akuterlalu gampang saya mau tanya hero yang lawan kita itu bot yaitu doang sih saya tanya nya,5,satisfaction,negative
kasih mode offlene ya please,5,unknown,neutral
setelah update donlod data lagi,1,unknown,neutral
game bb terlalu sering update buff nerf malah jadi tidak seru baru mulai beradaptasi sama combonya sudah di nerf bentar² buff dan nerf dulu saat season awal² masih di digabung sama ml seru tidak seperti sekarang bentar² buff nerf,1,satisfaction,negative
saya ingin download game ini tapi ketika saya login saya selalu login ulang,5,satisfaction,neutral
game enggak jelas sudah cape kumpulin eru eh malah kalah gara waktunya tidak sempat mengatur strategi waktu terlalu singkat jadi tidak relevan untuk mengatur strategi,1,satisfaction,negative
game ini sangat seru bahkan sangat banyak sekali karakternya tapi banyak sekali bug,5,satisfaction,positive
gue mohon magic ches nya di kembali kan seperti semula karena yang sekarang makin tidak bisa di mengerti dan sulit di pahami,5,satisfaction,negative
malin kesini makin tidak jelas anjir,1,satisfaction,negative
commander jhonson terlalu sakit tidak sesuai logika demagenya langsung hilang,5,satisfaction,negative
gamenya sangat bagus buat yang malas main game kompetitif,5,satisfaction,positive
pertandingan nya tidak sinkron masa sudah ketemu bisa ketemu lagi sama musuh yang sama hanya selang babak padahal masih ada players nya enggak jelas las sistem nya,1,satisfaction,negative
jangan download semua setingan montton mending main game lain sumpah saya tidak bohong,1,satisfaction,positive
game tidak bermutu mencari hero gold saja seperti mencari jarum dalam jerami benerin dulu masalah gameplay nya jangan bentar bentar event skin bentar bentar event skin lama lama seperti game mobile legend juga pasti di uninstall nih game benerin gameplay nya dulu ya sangat sangat tidak puas,1,effectiveness,negative
magic chess game sangan seru untuk di mainkan,4,satisfaction,positive
honestly nih game cocok sekali buat para player ml yang sudah stres sama matchmaking di game mobanya juga cocok buat orang yang sudah sibuk kalau mau main ml lagi cuman ya ada juga minusnya paling jelas waktu waktu break nya agak kecepetan buat memilih hero apalagi buat orang yang perlu mikir sekali buat late game sisanya very well be better,5,effectiveness,positive
ada fitur tag tim bintang nomor drama,5,satisfaction,neutral
game nya bagus tapi satu yang harus di tambahkan misal nya baru main awal game bisa memilih hero nya pilihan min semoga di balas,5,satisfaction,neutral
saya main nih game dari sih sampai sekarang hadiahevent tidak ada pun yang bagus rating saya soal hadiahevent jelek sekali iya tambahan satu lagi skin di mcgg sekarang menurutku tidak gunagak ada fungsi tidak seperti mc dulu kalau dapat skin skil commender yang sebelum baru kebuka saat dapat skin langsung kebuka semua,1,satisfaction,negative
saya meminta demon jangan update terus dan terus mengadakan mesir shop,5,satisfaction,negative
sinyal di game ini sering lag dan delay padahal koneksi stabil tidak ada masalah di game lain tolong perbaiki servernya jangan terus diabaikan main jadi tidak nyaman garagara masalah teknis seperti begini,1,satisfaction,negative
game aneh menghubungkan kembali tapi enggak bisa balik ke pertandingan,1,satisfaction,negative
this game is not as interesting as before switching applications my suggestion is tapi return the old magic chess,4,satisfaction,neutral
game anjing sinergi op malah dibuff mulu paling menyebalkan commander miya sudah tahu bisa menyerang hero malah dibuf mulu sudah benar yang kemarin cuma bisa satu kali malah diubah lagi memang rusak nih gamesama satu lagi sistem ban comander yang paling banyak diban malah tidak kepilihmlh acak hadeh,1,effectiveness,negative
akun lama ku hilang padahal saat belum ada mcgg mc ku bagus saat login eh kok akun baru,1,satisfaction,negative
game a sih lu,1,satisfaction,negative
aneh hubungin akun ke google sendiri langsung ke riset semua di kata tidak sayang apa ngerawat dari warior sampai epic yang dikit lagi legend tapi saat di hubungin ke google malah ke riset,1,satisfaction,negative
penuh perubahan,4,satisfaction,positive
tambah lagi fitur pengaturan yang frme rate masak ponsel saya mantok fps,1,effectiveness,neutral
tidak ada serunya kalah mulu,1,effectiveness,negative
iya kali menonton youtube main ig normal saja main magic cash gogo malah menghubungkan terus,5,satisfaction,neutral
mantap pokoknya bapak monton,5,satisfaction,positive
sayah sangat senang kar nya seperti permainan ces yang dulu jadi saya minat ke ces ini seru sekali sudah seperti yang dulu tapi yang dulu lebih lucu ada kucing,5,satisfaction,positive
game enggak jelas hero gold bintang kalah sama hero gold bintang doang enggak jelas perbaiki kalau mau benar,1,satisfaction,negative
perpanjang durasi sebelum war pak,3,effectiveness,neutral
ponsel ram gb agak lag dikit,4,effectiveness,negative
mohon buatkan mode practice overall semuanya sudah bagus,5,satisfaction,positive
bagus saya suka tapi ada fitur yang tidak saya suka tolong perbaiki dan amati lebih lanjut,4,satisfaction,negative
permanenkan mode nostalgia,5,unknown,positive
game zemboed saran nih ya saran dibikin seperti format pertengahan itu lebih asik logis tidak seperti sekarang amjinc,1,satisfaction,positive
mengira versi game mininya bisa buat ponsel kentang tapi lama lama jadi berattt,1,satisfaction,negative
setelah update tanggal tidak bisa match making nunggu min tidak dapat dapat sudah di ulang berkali kali tetap tidak bisa match making tanya cs katanya bintang terlalu tinggi padahal masih bintang,1,satisfaction,negative
mc gogo ku kenapa tidak bisa ke buka ya sudah install ulang tetap tidak bisa kebuka aneh sekali sumpah,1,satisfaction,negative
game aneh sinergi hero mahal tapi kadang kalah bisa ke yakin systemnya bnerklah sama sinergi sama hero murahtp kadang kan anehbagusan yang dulu,1,satisfaction,negative
sudah bolak balik install ulang game game nya tetap stuck di loading,1,satisfaction,negative
kenapa saya beri bintang satu karena walaupun hero dan sinergi nya sudah seperti dulu tapi tolong membuat karakter nya seperti dulu jangan seperti yang sekarang karena yang sekarang lebih membosankan tolong ubah semua karakter nya secepat mungkin dan membuat semua nya seperti dulu di mlbb mohon kepada pihak pembuat game ini,1,satisfaction,negative
sumpah update an terbaru seru sekali mode gold rosh pertahakan terus kalau bisa jadikan hero bahagia sekali bintang karena gold rosh di hilangkan,1,satisfaction,positive
setelah update malah lag tidak nyaman sekali patah sebelumnya lancar tidak ada lag,1,effectiveness,negative
menurut saya mbak nya sangat besar jadi untuk ponsel kentang yang ram ponsel ram sangat leg dan patah² sekali saat di gunakan tolong buat megic chess tolong perkecil semisal mbak jadi megic chess harus sedikit beda ngaruh mbak sama mlbb ya terimakasih maaf saya kasih bintang satu dulu,1,effectiveness,negative
meski sudah berumur tapi saya sangat suka main mc daripada mlbb di ml susah naiknya,5,satisfaction,positive
menurutku fitur sekarang lebih ok tapi lebih ok yang dulu,3,satisfaction,negative
menurut saya mcgg sekarang kurang bervariasi atau lebih tepat nya menekan kan dengan keberuntungan player di mach semenjak ada gogo card permainan cenderung monoton dan tidak bisa mengotak atik susunan hero yang akan di bentuk mengutamakan keberuntungan yang saya maksut di sini adalah di dewa kan nya sinergi hero harga dan semacam nya,3,satisfaction,positive
ini game bagus jadi kasih bintang ya indah bersaudara,5,satisfaction,positive
setiap habis update selalu mengunduh konten dari tolong diperbaiki lagi,1,satisfaction,neutral
lebih seru main nya dari pada mlbb semoga lebih baik ke depan nya,3,satisfaction,positive
saya kurangi bintangnya sering mengunduh data lagi mulai dari nol jadi paket kuota terbuang percuma,2,satisfaction,negative
gameny santai,5,satisfaction,positive
download data nya lama sekali ngalahin ml,1,unknown,negative
jelek bagus waktu kemarin masih di gabung sama ml makan penyimpanan,1,satisfaction,negative
halo developer saya senang sekali kalian menambahkan mode baru yaitu magic crystal rune saya sangat bernostalgia bagaimana jika magic crystal rune diaplikasikan ke mode ranked sih besok namun rune diganti dengan go go card milik magic chess go go semoga saran saya membantu para pemain magic chess terimakasih,5,effectiveness,positive
makin mikir saja main nya,5,unknown,negative
commander lylia tolong ditinggiin sama nana mereka terlalu pendek,5,effectiveness,negative
sudah bagus seperti ke marin kenapa di ubah lagi jadi malas main kalau seperti begini kecewa,1,satisfaction,negative
wooyy skin ches saya pada kmna,1,satisfaction,negative
game nya seru semua nya okk lah tapi yang lebih okk itu sekarang ini ada map baru seruuu map nya seperti dulu hero hero nya seperti dulu seru semoga map itu tidak di hapus sama yang punya game,5,satisfaction,positive
saya tidak man di pc kok suruh main di pc sih min bagaimana,1,satisfaction,negative
epick,5,unknown,negative
apalah item yang diperoleh tidak muncul biar muncul harus relog pembaruan bukannya tambah bagus malah tambah membuat emosi perbaiki lah,1,satisfaction,negative
woooyyy lah kenapa deskripsi emberlord seperti begitu,4,effectiveness,negative
terima kasih moonton sudah balikin mc yang dulu yang sekaran jadi magic cristal baru rank lagi intinya jangan di menghilangkan ya terima kasih bang moonton,5,satisfaction,negative
mode mc old membuat pusingsemoga saja mode old tidak di utamain,2,satisfaction,negative
jumpa musuh yang tidak seimbang dengan ranknya,1,satisfaction,negative
kenapa di buat lagi moonton ponsel saya jadi lag masa harus hapus ml buat main mc,1,effectiveness,negative
parah sekali setiap update hero atau patch terbaru selalu dowload data dari awal harus semua dari awal memang tidak bisa dowload data yang paling terbaru saja kenapa harus dari why,2,effectiveness,negative
untuk update terbaru bagus sekali cocok buat saya yang user commander buss,5,satisfaction,positive
game sampah setiap awal game tidak dikasih hero synergi yang dipilih ampàaaasss sekali harus komentar ngeluh dulu baru dikasih apa apaan tidak guna sekali game,1,effectiveness,negative
game nya jauh lebih seru dari sebelumnya saya sampai merasa ini snagat seru dan cocok mengisi waktu luang,5,satisfaction,positive
game enggak jelas gue gambling setengah mati malah tooson ml nomor epep mabar,1,satisfaction,negative
tema game bagus dan untuk mekanismenya cukup menarik dan tidak terlalu membosankan hanya saja sangat disayangkan bahwa saat proses pengunduhan data ini game tidak memiliki opsi untuk menjeda pengunduhan sangat merepotkan ketika pemain menggunakan data seluler yang terbatas hal itu tentu berdampak signifikan terhadap keseluruhan pengalaman pengguna apalagi pemain tidak memiliki kendali terhadap manajemen data yang memungkinkan pemain untuk menghapus beberapa sumber daya yang tidak diperlukan,2,satisfaction,negative
sering sekali download data tiba padahal sudah full downloadnya padahal kagak hapus data tapi tiba download ulang,2,satisfaction,negative
enggak jelas tiba tiba donwload data lagi padahal saya sudah download data di cek aplikasi mcgg nya masih gb enggak jelas,1,satisfaction,negative
setelah updatan adanya mode baru patch nya jadi burukhero sudah menang powerdefend saja masih kalah kalah hanya karena cokmander miya dan kagura dinerf sajamenyebalkan,1,effectiveness,negative
game rusak aneh update dikit saja suruh dowload data dalem lagi kalau cuma beberapa mah enggak apa-apa ini bener² hilang semua suruh dowload lagi,1,satisfaction,negative
ukuran game kecilin biar heanphone jadul bisa main,4,unknown,negative
tolong permudah dapat hero nya supaya naik level nya cepatsayh sering sulit dapat hero nya di level ke atas,1,satisfaction,negative
magic chess gogo bagus dan untuk pemula hero di gratisin,5,satisfaction,positive
permainan yang tidak seimbang banyak bak susah dapat hero yang di butuhkan,5,satisfaction,negative
aplikasi sangat bagusl,1,satisfaction,positive
game banyak bug sudah kali di suruh download data lagi memang game sampah,1,satisfaction,negative
game magic chest ini sangat baikuntuk segi ram kecilbesardan grafik yang lebih mantap dan juga lebih bagus dari pada yang dulu soalnyayang sekarang lebih baik dan optimis,5,satisfaction,positive
game bagus cuma kurang mode squad biar bisa vs,5,satisfaction,negative
mantap kembali lagi ml gogo seperti dulu saya suka,5,satisfaction,positive
di update saja terus developer kocak baru juga update sinergi eh baru seminggu sudah ganti lagi cape belajar sinergi nya,1,satisfaction,negative
download data ulang mulu ngabisin kouta,1,satisfaction,negative
tolong kasih lawan yang bot menyesal saya download magic chest go go,1,effectiveness,negative
tolong lah di perbaikimasa saya lagi main seru²nya comeback malah tiba² menghubungkan ulangpadahal sinyal ku tidak bermasalahpas lag buat buka wa sc tiktok bagus² saja,1,satisfaction,negative
susah menang itujngan di downloadgame membuat emosi,1,satisfaction,negative
cukup seru dan sangat sangat eh hebat,4,satisfaction,positive
gamenya seru grafik bagus tapi dalam hari terakhir terjadi error dan tidak bisa dilanjutkan matchnya sampai kehilangan bintang mohon respon nya agar kami dapat melanjutkan perjalanan season ini,5,satisfaction,negative
server masih lag sekali monton,2,satisfaction,negative
sangat seru tapi makin besar ukuran aplikasinya,5,satisfaction,positive
game bagus sinergi ok tapi setelah update kok tiap kali buka aplikasi selalu mengunduh mbak error kah,5,satisfaction,negative
kebanyakan update,3,unknown,negative
enak dimainin,5,satisfaction,positive
kenapa gameplaynya balik lagi ke dulu terus rank magic chess nya balik lagi ke warior aneh nih,1,effectiveness,negative
